id_factura,rut_cliente,razon_social,segmento,region,ejecutivo,prioridad_cobranza,fecha_emision,fecha_vencimiento,fecha_pago,dias_credito,monto_neto,monto_total,tasa_morosidad_cartera,estado_cobranza,monto_gestion_cobranza,dias_atraso
F-0086,75.161.724-0,Transportes Andes,corporativo,Valparaíso,A. Rojas,baja,2025-02-27,2025-03-29,2025-04-09,30,1828000,2175320,"2,7",pagada con atraso,36560,11
F-0243,76.455.187-7,Ingeniería Aconcagua,pyme,Valparaíso,C. Peña,baja,2025-04-02,2025-06-01,2025-06-08,60,411000,489090,"6,2",pagada con atraso,8220,7
F-0187,79.350.177-3,Ingeniería del Sur,pyme,Metropolitana,J. Salas,media,2025-11-30,2026-01-29,2026-02-13,60,470000,559300,"5,7",pagada con atraso,9400,15
F-0327,74.010.432-2,Ingeniería Aconcagua,corporativo,Valparaíso,M. Fuentes,media,2025-05-07,2025-06-06,2025-06-08,30,676000,804440,"5,9",pagada con atraso,13520,2
F-0160,75.721.234-K,Servicios Norte Grande,corporativo,Antofagasta,P. Vergara,baja,2025-06-02,2025-08-01,2025-08-01,60,535000,636650,"4,2",pagada al día,0,0
F-0013,75.631.304-5,Transportes Pacífico,pyme,Metropolitana,M. Fuentes,media,2025-06-05,2025-07-05,2025-05-30,30,1378000,1639820,"4,2",pagada con atraso,27560,10
F-0036,67.415.938-2,Comercial Central,pyme,Metropolitana,J. Salas,media,2025-07-01,2025-07-31,2025-07-31,30,412000,490280,"6,6",pagada al día,0,0
F-0029,69.514.095-9,Distribuidora Aconcagua,corporativo,Metropolitana,J. Salas,baja,2025-09-26,2025-10-26,2025-10-26,30,998000,1187620,"3,1",pagada al día,0,0
F-0171,73.396.278-K,Servicios Central,corporativo,Metropolitana,C. Peña,baja,2025-04-12,2025-07-11,2025-07-12,90,442000,525980,"6,2",pagada con atraso,8840,1
F-0143,68.868.260-6,Comercial Andes,gobierno,Metropolitana,P. Vergara,baja,2025-01-19,2025-03-20,2025-04-17,60,611000,727090,"5,5",pagada con atraso,12220,28
F-0237,79.350.177-3,Ingeniería del Sur,pyme,Metropolitana,J. Salas,alta,2025-11-24,2025-12-24,2026-01-05,30,2380000,2832200,"5,7",pagada con atraso,47600,12
F-0478,75.222.742-K,Servicios Cordillera,pyme,Metropolitana,M. Fuentes,media,2025-03-10,2025-04-09,2025-04-29,30,616,733,"5,7",pagada con atraso,12320,20
F-0582,79.350.177-3,Ingeniería del Sur,pyme,Metropolitana,J. Salas,baja,2025-07-14,2025-08-13,2025-08-13,30,182000,216580,"6,6",pagada al día,0,0
F-0222,79.350.177-3,Ingeniería del Sur,pyme,Metropolitana,J. Salas,baja,2025-03-30,2025-04-29,2025-04-29,30,1999000,2378810,"5,7",pagada al día,0,0
F-0555,61.883.540-5,Distribuidora Norte Grande,pyme,Metropolitana,J. Salas,media,2025-05-30,2025-07-29,2025-08-10,60,689000,819910,"5,9",pagada con atraso,13780,12
F-0096,74.895.228-4,Transportes Pacífico,pyme,Metropolitana,A. Rojas,alta,2025-10-14,2025-12-13,2025-12-13,60,984000,1170960,"3,5",pagada al día,0,0
F-0052,75.222.742-K,Servicios Cordillera,pyme,Metropolitana,M. Fuentes,baja,2025-05-06,2025-06-05,2025-06-05,30,560000,666400,"5,9",pagada al día,0,0
F-0241,60.876.074-1,Transportes del Sur,pyme,Valparaíso,M. Fuentes,baja,2025-04-17,2025-05-17,2025-06-01,30,273000,324870,"6,2",pagada con atraso,5460,15
F-0519,74.867.501-9,Transportes Cordillera,pyme,Metropolitana,M. Fuentes,media,2025-03-23,2025-04-22,2025-04-22,30,313000,372470,"5,7",pagada al día,0,0
F-0352,69.009.168-2,Transportes Araucanía,pyme,Antofagasta,J. Salas,media,2025-07-27,2025-10-25,2025-10-25,90,433000,515270,"6,6",pagada al día,0,0
F-0527,73.660.964-9,Ingeniería Pacífico,corporativo,Metropolitana,C. Peña,alta,2025-05-28,2025-08-26,2025-08-31,90,1083000,1288770,"5,9",pagada con atraso,21660,5
F-0179,68.217.000-K,Transportes Andes,pyme,Antofagasta,M. Fuentes,alta,2025-06-21,2025-07-21,2025-08-08,30,179000,213010,"4,2",pagada con atraso,3580,18
F-0461,70.908.553-0,Servicios Aconcagua,pyme,Valparaíso,C. Peña,media,2025-01-19,2025-03-20,2025-03-20,60,750000,892500,"5,5",pagada al día,0,0
F-0537,69.391.110-9,Comercial Andes,gobierno,Metropolitana,J. Salas,media,2025-05-18,2025-07-17,2025-08-14,60,456000,542640,"5,9",pagada con atraso,9120,28
F-0042,75.479.059-8,Distribuidora Central,pyme,Valparaíso,A. Rojas,media,2025-01-26,2025-02-25,2025-02-25,30,733000,872270,"5,5",pagada al día,0,0
F-0566,63.789.425-0,Distribuidora Araucanía,pyme,Valparaíso,C. Peña,baja,2025-03-08,2025-04-07,2025-04-15,30,1182000,1406580,"5,7",pagada con atraso,23640,8
F-0533,68.217.000-K,Transportes Andes,pyme,Antofagasta,M. Fuentes,baja,2025-06-16,2025-08-15,2025-08-31,60,1574000,1873060,"4,2",pagada con atraso,31480,16
F-0207,73.947.308-K,Transportes Central,pyme,Metropolitana,P. Vergara,media,2025-04-28,2025-06-27,2025-07-14,60,326000,387940,"6,2",pagada con atraso,6520,17
F-0393,74.349.497-0,Distribuidora del Sur,pyme,Biobío,C. Peña,media,2025-11-18,2025-12-18,2025-12-29,30,998000,1187620,"5,7",pagada con atraso,19960,11
F-0283,75.479.059-8,Distribuidora Central,pyme,Valparaíso,A. Rojas,media,2025-10-29,2025-11-28,2025-12-15,30,525000,624750,"3,5",pagada con atraso,10500,17
F-0359,75.197.965-7,Distribuidora Cordillera,corporativo,Valparaíso,A. Rojas,media,2025-12-04,2026-02-02,2026-02-11,60,1922000,2287180,"3,9",pagada con atraso,38440,9
F-0398,73.729.559-1,Transportes del Sur,pyme,Metropolitana,C. Peña,media,2025-05-19,2025-06-18,2025-07-03,30,1424000,1694560,"5,9",pagada con atraso,28480,15
F-0255,67.409.188-5,Comercial Central,pyme,Antofagasta,J. Salas,baja,2025-02-25,2025-03-27,2025-04-15,30,1528000,1818320,"2,7",pagada con atraso,30560,19
F-0218,67.409.188-5,Comercial Central,pyme,Antofagasta,J. Salas,baja,2025-02-11,2025-03-13,2025-03-28,30,573000,681870,"2,7",pagada con atraso,11460,15
F-0005,75.161.724-0,Transportes Andes,corporativo,Valparaíso,A. Rojas,baja,2025-11-13,2026-02-11,2026-02-11,90,480000,571200,"5,7",pagada al día,0,0
F-0257,73.396.278-K,Servicios Central,corporativo,Metropolitana,C. Peña,baja,2025-07-20,2025-08-19,2025-09-08,30,240000,285600,"6,6",pagada con atraso,4800,20
F-0575,75.567.645-4,Ingeniería Araucanía,pyme,Metropolitana,C. Peña,media,2025-02-19,2025-03-21,2025-03-21,30,709000,843710,"2,7",pagada al día,0,0
F-0544,70.007.007-7,Servicios del Sur,gobierno,Valparaíso,C. Peña,media,2025-05-17,2025-06-16,2025-07-24,30,877000,1043630,"5,9",en gestión judicial,17540,38
F-0431,62.562.264-6,Servicios Aconcagua,pyme,Metropolitana,A. Rojas,media,2025-12-06,2026-03-06,2026-03-23,90,689000,819910,"3,9",pagada con atraso,13780,17
F-0101,71.091.669-1,Ingeniería Aconcagua,gobierno,Biobío,P. Vergara,media,2025-12-13,2026-03-13,2026-04-10,90,1018000,1211420,"3,9",pagada con atraso,20360,28
F-0227,66.516.501-9,Distribuidora Araucanía,corporativo,Biobío,C. Peña,alta,2025-09-09,2025-10-09,2025-10-22,30,428000,509320,"3,1",pagada con atraso,8560,13
F-0449,61.276.342-9,Ingeniería Norte Grande,pyme,Los Lagos,C. Peña,baja,2025-01-26,2025-03-27,2025-03-27,60,478000,568820,"5,5",pagada al día,0,0
F-0558,61.883.540-5,Distribuidora Norte Grande,pyme,Metropolitana,J. Salas,baja,2025-11-24,2026-02-22,2026-03-09,90,687000,817530,"5,7",pagada con atraso,13740,15
F-0584,78.450.537-5,Constructora Araucanía,pyme,Metropolitana,C. Peña,media,2025-04-02,2025-05-02,2025-05-12,30,1178000,1401820,"6,2",pagada con atraso,23560,10
F-0214,76.552.587-K,Transportes Pacífico,pyme,Metropolitana,J. Salas,baja,2025-03-11,2025-05-10,2025-05-10,60,224000,266560,"5,7",pagada al día,0,0
F-0360,74.895.228-4,Transportes Pacífico,pyme,Metropolitana,A. Rojas,baja,2025-07-08,2025-09-06,2025-09-26,60,195000,232050,"6,6",pagada con atraso,3900,20
F-0172,68.913.734-2,Comercial Norte Grande,pyme,Los Lagos,J. Salas,baja,2025-06-29,2025-07-29,2025-07-29,30,203000,241570,"4,2",pagada al día,0,0
F-0099,77.165.787-7,Distribuidora Pacífico,corporativo,Metropolitana,P. Vergara,baja,2025-11-11,2025-12-11,2025-12-22,30,842000,1001980,"5,7",pagada con atraso,16840,11
F-0293,74.010.432-2,Ingeniería Aconcagua,corporativo,Valparaíso,M. Fuentes,baja,2025-09-02,2025-10-02,2025-10-15,30,810000,963900,"3,1",pagada con atraso,16200,13
F-0216,69.955.817-6,Transportes Araucanía,corporativo,Metropolitana,J. Salas,baja,2025-01-13,2025-03-14,2025-03-14,60,1311000,1560090,"5,5",pagada al día,0,0
F-0062,75.721.234-K,Servicios Norte Grande,corporativo,Antofagasta,P. Vergara,media,2025-04-15,2025-06-14,2025-06-16,60,588000,699720,"6,2",pagada con atraso,11760,2
F-0407,73.660.964-9,Ingeniería Pacífico,corporativo,Metropolitana,C. Peña,baja,2025-12-13,2026-01-12,2026-01-12,30,426000,506940,"3,9",pagada al día,0,0
F-0503,75.567.645-4,Ingeniería Araucanía,pyme,Metropolitana,C. Peña,media,2025-04-21,2025-05-21,2025-06-06,30,728000,866320,"6,2",pagada con atraso,14560,16
F-0048,68.048.265-9,Distribuidora Andes,pyme,Antofagasta,C. Peña,baja,2025-06-15,2025-07-15,2025-07-15,30,745000,886550,"4,2",pagada al día,0,0
F-0033,69.334.407-7,Servicios Norte Grande,corporativo,Valparaíso,M. Fuentes,alta,2025-07-01,2025-08-30,2025-08-30,60,427000,508130,"6,6",pagada al día,0,0
F-0201,62.598.429-7,Servicios Andes,pyme,Metropolitana,C. Peña,media,2025-11-12,2025-12-12,2025-12-25,30,1448000,1723120,"5,7",pagada con atraso,28960,13
F-0135,74.867.501-9,Transportes Cordillera,pyme,Metropolitana,M. Fuentes,baja,2025-07-29,2025-08-28,2025-09-05,30,553000,658070,"6,6",pagada con atraso,11060,8
F-0028,69.514.095-9,Distribuidora Aconcagua,corporativo,Metropolitana,M. Fuentes,media,2025-09-14,2025-10-14,2025-10-24,30,361000,429590,"3,1",pagada con atraso,7220,10
F-0535,76.552.587-K,Transportes Pacífico,pyme,Metropolitana,J. Salas,media,2025-02-09,2025-03-11,2025-03-20,30,869000,1034110,"2,7",pagada con atraso,17380,9
F-0231,73.396.278-K,Servicios Central,corporativo,Metropolitana,C. Peña,baja,2025-04-14,2025-05-14,2025-05-14,30,369000,439110,"6,2",pagada al día,0,0
F-0490,66.516.501-9,Distribuidora Araucanía,corporativo,Biobío,C. Peña,alta,2025-12-17,2026-01-16,2026-01-17,30,1055000,1255450,"3,9",pagada con atraso,21100,1
F-0379,63.789.425-0,Distribuidora Araucanía,pyme,Valparaíso,C. Peña,baja,2025-05-12,2025-07-11,2025-07-29,60,471000,560490,"5,9",pagada con atraso,9420,18
F-0289,73.558.357-3,Distribuidora Pacífico,gobierno,Biobío,A. Rojas,media,2025-03-29,2025-05-28,2025-07-01,60,680000,809200,"5,7",en gestión judicial,13600,34
F-0419,74.714.996-8,Constructora Andes,pyme,Valparaíso,A. Rojas,media,2025-01-03,2025-03-04,2025-03-30,60,397000,472430,"5,5",pagada con atraso,7940,26
F-0392,61.718.906-2,Constructora del Sur,corporativo,Metropolitana,A. Rojas,baja,2025-06-22,2025-08-21,2025-08-21,60,967000,1150730,"4,2",pagada al día,0,0
F-0499,70.264.498-4,Transportes Aconcagua,pyme,Antofagasta,A. Rojas,baja,2025-02-20,2025-05-21,2025-06-09,90,1021000,1214990,"2,7",pagada con atraso,20420,19
F-0139,77.165.787-7,Distribuidora Pacífico,corporativo,Metropolitana,P. Vergara,media,2025-04-08,2025-06-07,2025-06-07,60,1160000,1380400,"6,2",pagada al día,0,0
F-0063,68.868.260-6,Comercial Andes,gobierno,Metropolitana,P. Vergara,alta,2025-05-08,2025-08-06,2025-09-05,90,997000,1186430,"5,9",pagada con atraso,19940,30
F-0472,72.633.261-4,Distribuidora Pacífico,pyme,Metropolitana,A. Rojas,alta,2025-11-18,2026-01-17,2026-01-17,60,994000,1182860,"5,7",pagada al día,0,0
F-0129,70.007.007-7,SERVICIOS DEL SUR,gobierno,Valparaíso,C. Peña,baja,2025-09-28,2025-10-28,2025-11-17,30,577000,686630,"3,1",pagada con atraso,11540,20
F-0596,74.867.501-9,Transportes Cordillera,pyme,Metropolitana,M. Fuentes,media,2025-07-09,2025-09-07,2025-09-07,60,543000,646170,"6,6",pagada al día,0,0
F-0521,69.007.690-K,Distribuidora Pacífico,corporativo,Metropolitana,J. Salas,alta,2025-06-05,2025-07-05,2025-07-05,30,1318000,1568420,"4,2",pagada al día,0,0
F-0065,68.048.265-9,Distribuidora Andes,pyme,Antofagasta,C. Peña,baja,2025-05-22,2025-07-21,2025-07-21,60,603000,717570,"5,9",pagada al día,0,0
F-0015,69.009.168-2,Transportes Araucanía,pyme,Antofagasta,M. Fuentes,baja,2025-07-15,2025-08-14,2025-08-21,30,2977000,3542630,"6,6",pagada con atraso,59540,7
F-0157,73.947.308-K,Transportes Central,pyme,Metropolitana,P. Vergara,baja,2025-06-29,2025-07-29,2025-07-29,30,1385000,1648150,"4,2",pagada al día,0,0
F-0041,77.862.392-7,Transportes Araucanía,pyme,Metropolitana,C. Peña,media,2025-02-01,2025-03-03,2025-03-03,30,492000,585480,"2,7",pagada al día,0,0
F-0493,61.842.713-7,Distribuidora Central,pyme,Metropolitana,C. Peña,media,2025-09-04,2025-11-03,2025-11-19,60,1082000,1287580,"3,1",pagada con atraso,21640,16
F-0380,73.091.379-6,Constructora Central,pyme,Biobío,J. Salas,media,2025-12-18,2026-01-17,2026-01-17,30,295000,351050,"3,9",pagada al día,0,0
F-0188,68.777.534-1,Transportes Pacífico,gobierno,Metropolitana,P. Vergara,baja,2025-06-25,2025-08-24,2025-09-21,60,802000,954380,"4,2",pagada con atraso,16040,28
F-0217,60.876.074-1,Transportes del Sur,pyme,Valparaíso,M. Fuentes,baja,2025-02-26,2025-03-28,2025-03-28,30,237000,282030,"2,7",pagada al día,0,0
F-0053,78.110.701-8,Constructora del Sur,pyme,Antofagasta,J. Salas,baja,2025-06-14,2025-07-14,2025-07-24,30,853000,1015070,"4,2",pagada con atraso,17060,10
F-0338,61.883.540-5,Distribuidora Norte Grande,pyme,Metropolitana,J. Salas,baja,2025-11-16,2025-12-16,2025-12-16,30,1444000,1718360,"5,7",pagada al día,0,0
F-0296,74.895.228-4,Transportes Pacífico,pyme,Metropolitana,A. Rojas,alta,2025-03-05,2025-05-04,2025-05-16,60,467000,555730,"5,7",pagada con atraso,9340,12
F-0252,75.197.965-7,Distribuidora Cordillera,corporativo,Valparaíso,A. Rojas,media,2025-05-13,2025-07-12,2025-07-18,60,697000,829430,"5,9",pagada con atraso,13940,6
F-0462,64.029.376-4,Distribuidora del Sur,gobierno,Metropolitana,P. Vergara,baja,2025-05-05,2025-06-04,2025-06-27,30,434000,516460,"5,9",pagada con atraso,8680,23
F-0456,71.289.996-4,Distribuidora Pacífico,pyme,Metropolitana,M. Fuentes,baja,2025-02-18,2025-04-19,2025-02-12,60,1176000,1399440,"2,7",pagada con atraso,23520,13
F-0016,77.165.787-7,Distribuidora Pacífico,corporativo,Metropolitana,M. Fuentes,media,2025-12-31,2026-03-01,2026-03-01,60,321000,381990,"3,9",pagada al día,0,0
F-0270,75.161.724-0,Transportes Andes,corporativo,Valparaíso,A. Rojas,media,2025-01-12,2025-02-11,2025-03-03,30,1414000,1682660,"5,5",pagada con atraso,28280,20
F-0202,61.526.862-3,Servicios Cordillera,pyme,Metropolitana,P. Vergara,baja,2025-09-18,2025-11-17,2025-11-30,60,231000,274890,"3,1",pagada con atraso,4620,13
F-0162,73.660.964-9,Ingeniería Pacífico,corporativo,Metropolitana,C. Peña,baja,2025-01-02,2025-02-01,2025-02-01,30,306000,364140,"5,5",pagada al día,0,0
F-0402,69.334.407-7,Servicios Norte Grande,corporativo,Valparaíso,C. Peña,baja,2025-09-28,2025-10-28,2025-11-12,30,1426000,1696940,"3,1",pagada con atraso,28520,15
F-0477,61.785.011-7,Comercial Central,pyme,Antofagasta,C. Peña,media,2025-12-23,2026-01-22,2026-01-22,30,829000,986510,"3,9",pagada al día,0,0
F-0106,73.396.278-K,Servicios Central,corporativo,Metropolitana,C. Peña,alta,2025-10-25,2026-01-23,2026-01-26,90,1543000,1836170,"3,5",pagada con atraso,30860,3
F-0390,63.789.425-0,Distribuidora Araucanía,pyme,Valparaíso,C. Peña,baja,2025-03-20,2025-04-19,2025-04-19,30,915000,1088850,"5,7",pagada al día,0,0
F-0002,64.029.376-4,Distribuidora del Sur,gobierno,Metropolitana,M. Fuentes,media,2025-04-12,2025-05-12,2025-06-12,30,84000,99960,"6,2",en gestión judicial,1680,31
F-0570,63.304.574-7,Transportes Central,pyme,Metropolitana,J. Salas,media,2025-06-14,2025-07-14,2025-07-27,30,937000,1115030,"4,2",pagada con atraso,18740,13
F-0081,78.110.701-8,Constructora del Sur,pyme,Antofagasta,J. Salas,baja,2025-11-09,2025-12-09,2025-12-19,30,633000,753270,"5,7",pagada con atraso,12660,10
F-0206,69.955.817-6,Transportes Araucanía,corporativo,Metropolitana,J. Salas,media,2025-01-19,2025-03-20,2025-03-20,60,710000,844900,"5,5",pagada al día,0,0
F-0035,75.479.059-8,Distribuidora Central,pyme,Valparaíso,A. Rojas,media,2025-03-22,2025-06-20,2025-07-11,90,235000,279650,"5,7",pagada con atraso,4700,21
F-0509,60.876.074-1,Transportes del Sur,pyme,Valparaíso,M. Fuentes,baja,2025-08-13,2025-10-12,2025-10-22,60,770000,916300,"6,1",pagada con atraso,15400,10
F-0428,61.883.540-5,Distribuidora Norte Grande,pyme,Metropolitana,J. Salas,baja,2025-05-19,2025-06-18,2025-06-26,30,334000,397460,"5,9",pagada con atraso,6680,8
F-0455,78.110.701-8,Constructora del Sur,pyme,Antofagasta,J. Salas,baja,2025-10-08,2025-11-07,2025-11-07,30,242000,287980,"3,5",pagada al día,0,0
F-0367,70.264.498-4,Transportes Aconcagua,pyme,Antofagasta,A. Rojas,media,2025-06-06,2025-07-06,2025-07-28,30,297000,353430,"4,2",pagada con atraso,5940,22
F-0092,64.544.763-8,Distribuidora Araucanía,pyme,Valparaíso,J. Salas,media,2025-07-25,2025-08-24,2025-09-03,30,546000,649740,"6,6",pagada con atraso,10920,10
F-0340,64.538.186-6,Distribuidora Cordillera,corporativo,Los Lagos,C. Peña,baja,2025-04-04,2025-05-04,2025-05-19,30,231000,274890,"6,2",pagada con atraso,4620,15
F-0565,65.535.181-7,Transportes Pacífico,gobierno,Metropolitana,P. Vergara,baja,2025-08-14,2025-10-13,2025-11-09,60,1421000,1690990,"6,1",pagada con atraso,28420,27
F-0346,66.603.925-4,Ingeniería Andes,pyme,Metropolitana,J. Salas,media,2025-05-26,2025-08-24,2025-08-24,90,743000,884170,"5,9",pagada al día,0,0
F-0242,79.350.177-3,Ingeniería del Sur,pyme,Metropolitana,J. Salas,media,2025-04-04,2025-05-04,2025-05-11,30,368000,437920,"6,2",pagada con atraso,7360,7
F-0014,61.883.540-5,Distribuidora Norte Grande,pyme,Metropolitana,M. Fuentes,alta,2025-10-22,2026-01-20,2026-01-30,90,276000,328440,"3,5",pagada con atraso,5520,10
F-0316,74.714.996-8,Constructora Andes,pyme,Valparaíso,A. Rojas,baja,2025-07-16,2025-08-15,2025-09-01,30,705000,838950,"6,6",pagada con atraso,14100,17
F-0388,63.085.786-4,Comercial Andes,gobierno,Metropolitana,J. Salas,baja,2025-11-30,2025-12-30,2026-01-15,30,737000,877030,"5,7",pagada con atraso,14740,16
F-0274,73.091.379-6,Constructora Central,pyme,Biobío,J. Salas,baja,2025-01-08,2025-03-09,2025-03-09,60,527000,627130,"5,5",pagada al día,0,0
F-0167,69.258.807-K,Distribuidora Araucanía,pyme,Valparaíso,J. Salas,alta,2025-03-02,2025-04-01,2025-04-14,30,441000,524790,"5,7",pagada con atraso,8820,13
F-0010,72.877.266-2,Transportes Cordillera,pyme,Los Lagos,M. Fuentes,baja,2025-05-06,2025-06-05,2025-06-16,30,1049000,1248310,"5,9",pagada con atraso,20980,11
F-0485,72.877.266-2,Transportes Cordillera,pyme,Los Lagos,P. Vergara,media,2025-02-17,2025-03-19,2025-04-06,30,230000,273700,"2,7",pagada con atraso,4600,18
F-0598,78.535.246-7,Constructora Aconcagua,corporativo,Metropolitana,C. Peña,media,2025-06-29,2025-07-29,2025-08-04,30,715000,850850,"4,2",pagada con atraso,14300,6
F-0505,75.197.965-7,Distribuidora Cordillera,corporativo,Valparaíso,A. Rojas,baja,2025-10-10,2025-12-09,2025-12-09,60,243000,289170,"3,5",pagada al día,0,0
F-0244,69.391.110-9,Comercial Andes,gobierno,Metropolitana,J. Salas,media,2025-12-02,2026-01-31,2026-02-28,60,299000,355810,"3,9",pagada con atraso,5980,28
F-0567,63.085.786-4,Comercial Andes,gobierno,Metropolitana,J. Salas,media,2025-08-26,2025-09-25,2025-10-27,30,614000,730660,"6,1",en gestión judicial,12280,32
F-0563,66.603.925-4,Ingeniería Andes,pyme,Metropolitana,J. Salas,media,2025-03-07,2025-05-06,2025-05-06,60,278000,330820,"5,7",pagada al día,0,0
F-0190,73.396.278-K,Servicios Central,corporativo,Metropolitana,C. Peña,baja,2025-09-07,2025-11-06,2025-11-06,60,584000,694960,"3,1",pagada al día,0,0
F-0476,75.721.234-K,Servicios Norte Grande,corporativo,Antofagasta,P. Vergara,alta,2025-03-16,2025-06-14,2025-06-18,90,886000,1054340,"5,7",pagada con atraso,17720,4
F-0511,70.007.007-7,Servicios del Sur,gobierno,Valparaíso,C. Peña,media,2025-05-11,2025-08-09,2025-09-07,90,1761000,2095590,"5,9",pagada con atraso,35220,29
F-0059,70.529.542-5,Comercial del Sur,corporativo,Antofagasta,J. Salas,baja,2025-07-04,2025-08-03,2025-08-04,30,125000,148750,"6,6",pagada con atraso,2500,1
F-0475,79.512.378-4,Distribuidora Araucanía,pyme,Metropolitana,P. Vergara,baja,2025-06-25,2025-07-25,2025-08-03,30,705000,838950,"4,2",pagada con atraso,14100,9
F-0561,74.714.996-8,Constructora Andes,pyme,Valparaíso,A. Rojas,media,2025-05-22,2025-06-21,2025-07-04,30,896000,1066240,"5,9",pagada con atraso,17920,13
F-0253,68.048.265-9,Distribuidora Andes,pyme,Antofagasta,C. Peña,baja,2025-09-26,2025-10-26,2025-10-26,30,250000,297500,"3,1",pagada al día,0,0
F-0022,61.883.540-5,Distribuidora Norte Grande,pyme,Metropolitana,J. Salas,baja,2025-02-20,2025-04-21,2025-05-06,60,1239000,1474410,"2,7",pagada con atraso,24780,15
F-0314,69.514.095-9,Distribuidora Aconcagua,corporativo,Metropolitana,J. Salas,alta,2025-11-18,2025-12-18,2025-12-18,30,901000,1072190,"5,7",pagada al día,0,0
F-0460,71.091.669-1,Ingeniería Aconcagua,gobierno,Biobío,P. Vergara,baja,2025-09-08,2025-12-07,2026-01-07,90,952000,1132880,"3,1",en gestión judicial,19040,31
F-0161,69.334.407-7,Servicios Norte Grande,corporativo,Valparaíso,C. Peña,baja,2025-02-26,2025-04-27,2025-04-30,60,214000,254660,"2,7",pagada con atraso,4280,3
F-0277,79.512.378-4,Distribuidora Araucanía,pyme,Metropolitana,P. Vergara,baja,2025-08-29,2025-09-28,2025-10-10,30,516000,614040,"6,1",pagada con atraso,10320,12
F-0192,77.862.392-7,Transportes Araucanía,pyme,Metropolitana,C. Peña,media,2025-03-26,2025-05-25,2025-05-25,60,120000,142800,"5,7",pagada al día,0,0
F-0386,77.862.392-7,Transportes Araucanía,pyme,Metropolitana,C. Peña,baja,2025-11-10,2026-01-09,2026-01-23,60,276000,328440,"5,7",pagada con atraso,5520,14
F-0414,61.883.540-5,Distribuidora Norte Grande,pyme,Metropolitana,J. Salas,media,2025-11-13,2026-01-12,2026-01-28,60,1741000,2071790,"5,7",pagada con atraso,34820,16
F-0492,75.161.724-0,Transportes Andes,corporativo,Valparaíso,A. Rojas,baja,2025-08-27,2025-10-26,2025-10-26,60,2503000,2978570,"6,1",pagada al día,0,0
F-0344,68.913.734-2,Comercial Norte Grande,pyme,Los Lagos,J. Salas,alta,2025-07-22,2025-08-21,2025-09-04,30,1423000,1693370,"6,6",pagada con atraso,28460,14
F-0309,61.526.862-3,Servicios Cordillera,pyme,Metropolitana,P. Vergara,baja,2025-05-23,2025-06-22,2025-06-22,30,342000,406980,"5,9",pagada al día,0,0
F-0131,75.222.742-K,Servicios  Cordillera,pyme,Metropolitana,M. Fuentes,media,2025-04-18,2025-05-18,2025-05-18,30,451000,536690,"6,2",pagada al día,0,0
F-0100,61.276.342-9,Ingeniería Norte Grande,pyme,Los Lagos,C. Peña,media,2025-06-24,2025-08-23,2025-09-09,60,373000,443870,"4,2",pagada con atraso,7460,17
F-0373,76.455.187-7,Ingeniería Aconcagua,pyme,Valparaíso,C. Peña,baja,2025-08-29,2025-09-28,2025-10-06,30,281000,334390,"6,1",pagada con atraso,5620,8
F-0088,67.332.846-6,Distribuidora Norte Grande,pyme,Metropolitana,P. Vergara,media,2025-11-16,2026-01-15,2026-01-28,60,764000,909160,"5,7",pagada con atraso,15280,13
F-0459,67.278.110-8,Constructora Norte Grande,corporativo,Metropolitana,A. Rojas,baja,2025-04-24,2025-06-23,2025-06-29,60,2151000,2559690,"6,2",pagada con atraso,43020,6
F-0331,69.007.690-K,Distribuidora Pacífico,corporativo,Metropolitana,J. Salas,baja,2025-03-12,2025-04-11,2025-04-21,30,408000,485520,"5,7",pagada con atraso,8160,10
F-0215,67.415.938-2,Comercial Central,pyme,Metropolitana,J. Salas,media,2025-10-26,2025-11-25,2025-11-25,30,448000,533120,"3,5",pagada al día,0,0
F-0467,67.409.188-5,Comercial Central,pyme,Antofagasta,J. Salas,media,2025-03-15,2025-04-14,2025-04-24,30,766000,911540,"5,7",pagada con atraso,15320,10
F-0122,72.877.266-2,Transportes Cordillera,pyme,Los Lagos,P. Vergara,media,2025-07-07,2025-10-05,2025-10-05,90,962000,1144780,"6,6",pagada al día,0,0
F-0021,70.007.007-7,Servicios del Sur,gobierno,Valparaíso,C. Peña,alta,2025-07-15,2025-10-13,2025-11-13,90,543000,646170,"6,6",en gestión judicial,10860,31
F-0072,61.842.713-7,Distribuidora Central,pyme,Metropolitana,C. Peña,media,2025-07-13,2025-09-11,2025-09-17,60,229000,272510,"6,6",pagada con atraso,4580,6
F-0107,67.090.505-5,Transportes Aconcagua,corporativo,Antofagasta,A. Rojas,baja,2025-09-03,2025-10-03,2025-10-16,30,114000,135660,"3,1",pagada con atraso,2280,13
F-0271,71.289.996-4,Distribuidora Pacífico,pyme,Metropolitana,P. Vergara,baja,2025-09-26,2025-10-26,2025-10-31,30,190000,226100,"3,1",pagada con atraso,3800,5
F-0436,73.729.559-1,Transportes del Sur,pyme,Metropolitana,C. Peña,baja,2025-04-28,2025-05-28,2025-06-10,30,306000,364140,"6,2",pagada con atraso,6120,13
F-0103,77.757.755-7,Comercial del Sur,pyme,Biobío,C. Peña,baja,2025-08-04,2025-09-03,2025-09-19,30,1169000,1391110,"6,1",pagada con atraso,23380,16
